,Medicaid Opioid Prescribing Rates from Calendar Year 2013 ,,,,,,,,,,,,,,,,,
,by State,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,Calendar Year 2013 ,,,,,,,,,,,,,,
Year,State Name,State Abbreviation,State FIPS,Opioid Claims,Fee-for-Service Opioid Claims,Managed Care Opioid Claims,Long-Acting Opioid Claims,Fee-for-Service Long-Acting Opioid Claims,Managed Care Long-Acting Opioid Claims,Overall Claims,Fee-for-Service Overall Claims,Managed Care Overall Claims,Opioid Prescribing Rate,Fee-for-Service Opioid Prescribing Rate,Managed Care Opioid Prescribing Rate,Long-Acting Opioid Prescribing Rate,Fee-for-Service Long-Acting Opioid Prescribing Rate,Managed Care Long-Acting Opioid Prescribing Rate
2013,National,,,"33,430,381","15,332,648","18,097,733","2,507,134","1,288,107","1,219,027","500,388,812","235,076,528","265,312,284",6.68,6.52,6.82,7.5,8.4,6.74
2013,Alabama ,AL ,1,"504,324","504,324",0,"20,446","20,446",0,"8,306,331","8,306,331",0,6.07,6.07,  ,4.05,4.05,  
2013,Alaska ,AK ,2,"69,853","69,853",0,"7,689","7,689",0,"865,983","865,983",0,8.07,8.07,  ,11.01,11.01,  
2013,Arizona ,AZ ,4,"1,120,082","8,280","1,111,802","120,708",651,"120,057","12,269,306","33,732","12,235,574",9.13,24.55,9.09,10.78,7.86,10.8
2013,Arkansas ,AR ,5,"291,737","291,737",0,"11,972","11,972",0,"4,275,449","4,275,449",0,6.82,6.82,  ,4.1,4.1,  
2013,California ,CA ,6,"2,979,442","1,094,663","1,884,779","222,331","114,054","108,277","48,055,922","20,301,206","27,754,716",6.2,5.39,6.79,7.46,10.42,5.74
2013,Colorado ,CO ,8,"516,437","516,437",0,"48,253","48,253",0,"4,597,259","4,597,259",0,11.23,11.23,  ,9.34,9.34,  
2013,Connecticut ,CT ,9,"527,711","527,711",0,"46,612","46,612",0,"7,446,110","7,446,110",0,7.09,7.09,  ,8.83,8.83,  
2013,Delaware ,DE ,10,"182,859","182,859",0,"30,184","30,184",0,"2,162,717","2,036,108","126,609",8.46,8.98,0,16.51,16.51,  
2013,District of Columbia ,DC ,11,"105,443","46,395","59,048","3,849","3,410",439,"1,935,330","811,175","1,124,155",5.45,5.72,5.25,3.65,7.35,0.74
2013,Florida ,FL ,12,"1,470,949","797,044","673,905","117,642","60,098","57,544","26,012,498","15,587,078","10,425,420",5.65,5.11,6.46,8,7.54,8.54
2013,Georgia ,GA ,13,"1,077,434","601,945","475,489","50,183","42,360","7,823","15,501,435","7,654,292","7,847,143",6.95,7.86,6.06,4.66,7.04,1.65
2013,Hawaii ,HI ,15,"163,469","1,317","162,152","17,054",0,"17,054","1,992,791","3,812","1,988,979",8.2,34.55,8.15,10.43,0,10.52
2013,Idaho ,ID ,16,"172,723","172,723",0,"15,333","15,333",0,"2,029,498","2,029,498",0,8.51,8.51,  ,8.88,8.88,  
2013,Illinois ,IL ,17,"941,071","854,127","86,944","37,649","31,701","5,948","16,465,778","14,688,969","1,776,809",5.72,5.81,4.89,4,3.71,6.84
2013,Indiana ,IN ,18,"966,405","966,176",229,"81,653","81,653",0,"10,903,966","10,760,439","143,527",8.86,8.98,0.16,8.45,8.45,0
2013,Iowa ,IA ,19,"244,864","244,864",0,"14,939","14,939",0,"4,026,049","4,013,944","12,105",6.08,6.1,0,6.1,6.1,  
2013,Kansas ,KS ,20,"75,358","2,774","72,584","5,672",268,"5,404","974,413","47,470","926,943",7.73,5.84,7.83,7.53,9.66,7.45
2013,Kentucky ,KY ,21,"591,021","23,818","567,203","28,975","2,360","26,615","9,533,491","774,469","8,759,022",6.2,3.08,6.48,4.9,9.91,4.69
2013,Louisiana ,LA ,22,"708,693","318,088","390,605","20,766","10,051","10,715","10,622,741","5,788,866","4,833,875",6.67,5.49,8.08,2.93,3.16,2.74
2013,Maine ,ME ,23,"208,665","208,665",0,"19,949","19,949",0,"2,988,381","2,988,381",0,6.98,6.98,  ,9.56,9.56,  
2013,Maryland ,MD ,24,"752,587","52,288","700,299","70,053","7,161","62,892","10,182,504","3,288,316","6,894,188",7.39,1.59,10.16,9.31,13.7,8.98
