,Medicaid Opioid Prescribing Rates from Calendar Year 2017 ,,,,,,,,,,,,,,,,,
,by State,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,Calendar Year 2017 ,,,,,,,,,,,,,,
Year,State Name,State Abbreviation,State FIPS,Opioid Claims,Fee-for-Service Opioid Claims,Managed Care Opioid Claims,Long-Acting Opioid Claims,Fee-for-Service Long-Acting Opioid Claims,Managed Care Long-Acting Opioid Claims,Overall Claims,Fee-for-Service Overall Claims,Managed Care Overall Claims,Opioid Prescribing Rate,Fee-for-Service Opioid Prescribing Rate,Managed Care Opioid Prescribing Rate,Long-Acting Opioid Prescribing Rate,Fee-for-Service Long-Acting Opioid Prescribing Rate,Managed Care Long-Acting Opioid Prescribing Rate
2017,National,,,"31,095,607","8,730,499","22,365,108","2,209,322","745,867","1,463,455","679,893,923","190,732,641","489,161,282",4.57,4.58,4.57,7.1,8.54,6.54
2017,Alabama ,AL ,1,"351,165","351,165",0,"12,982","12,982",0,"7,199,395","7,199,395",0,4.88,4.88,  ,3.7,3.7,  
2017,Alaska ,AK ,2,"93,650","93,650",0,"10,543","10,543",0,"1,385,964","1,385,964",0,6.76,6.76,  ,11.26,11.26,  
2017,Arizona ,AZ ,4,"958,169","15,212","942,957","88,112",571,"87,541","15,789,971","97,217","15,692,754",6.07,15.65,6.01,9.2,3.75,9.28
2017,Arkansas ,AR ,5,"274,753","274,753",0,"14,375","14,375",0,"4,484,303","4,484,303",0,6.13,6.13,  ,5.23,5.23,  
2017,California ,CA ,6,"4,061,773","984,644","3,077,129","258,600","86,384","172,216","91,942,106","24,192,761","67,749,345",4.42,4.07,4.54,6.37,8.77,5.6
2017,Colorado ,CO ,8,"491,689","458,173","33,516","43,120","41,316","1,804","6,364,192","5,983,029","381,163",7.73,7.66,8.79,8.77,9.02,5.38
2017,Connecticut ,CT ,9,"388,618","388,618",0,"29,179","29,179",0,"9,029,529","9,029,529",0,4.3,4.3,  ,7.51,7.51,  
2017,Delaware ,DE ,10,"103,841","1,185","102,656","15,840",0,"15,840","2,270,339","38,213","2,232,126",4.57,3.1,4.6,15.25,0,15.43
2017,District of Columbia ,DC ,11,"77,661","31,237","46,424","2,069","1,662",407,"2,001,757","820,416","1,181,341",3.88,3.81,3.93,2.66,5.32,0.88
2017,Florida ,FL ,12,"1,201,663","41,750","1,159,913","80,700","2,023","78,677","29,243,841","2,366,554","26,877,287",4.11,1.76,4.32,6.72,4.85,6.78
2017,Georgia ,GA ,13,"838,242","443,769","394,473","46,811","39,971","6,840","15,981,133","7,296,925","8,684,208",5.25,6.08,4.54,5.58,9.01,1.73
